name,assess,Importance,numInfobox,InfoboxValues,InfoboxImages,numTemplates,numWpEdits,wpmShare,translated,codes,repLinks,numRecSections,HAuthority,HCompleteness,HInformativeness,HConsistency,Authority,Completeness,Complexity,Informativeness,Consistency
Tetrahydrocannabinol,B,High,1,51,1,19,67,0.017682765901293,0,0,54,8,1884.9,11862.8,57.6440212175885,3512.53359725521,1877.7,4102.8,-3,4.12402121758845,3512.58582739509
Thalassemia,B,Mid,2,27,1,6,173,0.104028863499699,1,9,84,7,1079.7,54523.2,30.1596176744304,3317.69765484065,863.3,4083.2,12.7,1.67961767443039,3317.61148526759
Thalidomide,B,High,0,0,0,10,142,0.049356969064998,1,0,78,12,1607.1,17243.6,5.82360457230949,3546.09377824122,1399.3,5603.6,5.1,5.02360457230949,3546.09593326382
Theranos,B,Low,0,0,0,0,27,0.025787965616046,0,0,10,2,459.5,7447.8,1.15842829464765,1400.54899713467,486.7,5507.8,7.9,1.15842829464765,1400.58309455587
Theresa Tam,Start,Low,0,0,0,2,0,0,0,0,7,0,92.5,1415.4,1.84478775682127,777.5,95.7,1415.4,-7.45,1.68478775682127,777.640217391304
Thiamine deficiency,C,Mid,2,20,1,6,61,0.337016574585635,1,6,60,7,315,40336.4,23.2385405747884,2786.64033149171,105.8,4446.4,10.55,1.75854057478838,2786.21878453039
Timeline of the COVID-19 pandemic in the United States,C,Low,0,0,0,2,14,0.012248468941382,0,0,31,0,457.1,24476.2,21.2265848557661,280.523272090989,594.9,24476.2,4.75,21.0665848557661,280.534645669291
Tinnitus,B,High,1,13,1,2,241,0.074543767398701,1,6,152,8,1784.5,41550.8,17.4148221217014,3465.14163315806,1555.9,4690.8,5.3,3.25482212170143,3465.12137333746
Tizanidine,Start,Mid,0,0,0,9,14,0.043613707165109,1,0,13,5,368.1,5751.6,2.35651894863872,2918.58286604361,167.1,901.6,2.35,1.63651894863872,2918.60093457944
Tonsil stones,B,Low,2,13,1,3,85,0.066250974279034,1,2,9,6,872.9,17202.8,16.802050048681,3082.62587685113,672.7,1682.8,13.35,2.56205004868102,3082.602416212
Tonsillitis,C,High,1,13,1,5,198,0.107317073170732,1,6,47,6,1153.8,37513,17.3094288246193,3127.20390243902,945,2593,2.65,2.90942882461935,3127.09723577236
Topiramate,C,Mid,0,0,0,13,42,0.055263157894737,1,0,55,7,580.2,9741.8,3.94631963001973,3316.105,371.6,2951.8,-0.550000000000001,2.90631963001973,3316.09552631579
Tourette syndrome,FA,Mid,1,15,1,6,66,0.011589113257243,0,5,134,12,2379.4,46120.8,22.5617355454729,3524.52201931519,2358.6,10230.8,7.8,6.08173554547294,3524.57079894644
Toxoplasmosis,B,High,1,10,1,4,177,0.078353253652058,1,6,199,8,1381.9,46681,14.843348567493,3490.64887118194,1149.5,9821,5.7,3.52334856749298,3490.58977423639
Tracheotomy,C,High,1,8,1,3,18,0.022415940224159,0,0,48,3,429.4,9015.8,14.2017598351032,3317.04259028643,423.8,6105.8,7.7,4.96175983510319,3317.06948941469
Traffic collision,C,Mid,2,9,1,3,216,0.061468412066022,0,3,24,5,1727.1,27609.4,20.6683128951744,3306.61678998293,1742.1,8209.4,6.15,10.4283128951744,3306.6140580535
Tramadol,B,Mid,0,0,0,16,193,0.050709406200736,1,0,113,13,2132.9,18697.2,8.1033991213745,3338.09634787178,1919.1,6087.2,-0.949999999999999,6.8233991213745,3338.12154492906
Transient ischemic attack,C,High,2,11,0,4,30,0.045045045045045,0,6,43,5,355.9,38729,11.4974483003759,3578.58558558559,349.3,4779,5.65,0.177448300375945,3578.56936936937
Trazodone,B,High,0,0,0,14,102,0.083606557377049,1,0,96,11,831.1,16413,3.1502066990707,2954.15885245902,621.3,5743,4.05,2.0302066990707,2954.10278688525
Treacher Collins syndrome,C,Mid,2,21,1,5,137,0.129734848484848,1,8,48,4,729.7,46654.6,24.1390528391832,3088.74649621212,524.1,3974.6,10.6,1.73905283918316,3088.61363636364
Trepanning,B,Low,0,0,0,0,7,0.005631536604988,0,0,23,2,648.6,6335.4,3.44425379621926,3424.51069991955,647.4,4395.4,8.2,3.44425379621926,3424.58881737731
Trichotillomania,C,Mid,2,22,1,5,109,0.068726355611602,1,7,33,8,950.2,45138.8,23.9504576523418,3497.13058007566,749.8,3428.8,-1.5,0.55045765234185,3497.07339218159
Trigeminal neuralgia,C,Mid,2,23,1,4,132,0.09041095890411,1,6,38,5,909.1,37133.6,26.0554867045821,3300.67178082192,710.9,3183.6,7.05,1.73548670458215,3300.5797260274
Triple X syndrome,Start,Mid,1,11,1,2,39,0.036516853932584,1,3,16,4,786.9,19566,14.720449693275,3069.56938202247,584.3,1136,18.6,2.56044969327501,3069.62191011236
Trypophobia,B,Low,0,0,0,0,101,0.078416149068323,0,0,8,5,676,6535.6,1.43782214062661,2987.14899068323,676,1685.6,-2.15,1.43782214062661,2987.17142857143
Tuberculosis,GA,Top,1,14,1,7,669,0.099449977701799,1,8,241,10,3424.4,58390,28.1354242594671,3653.18895495763,3182.4,9890,9.15,12.5754242594671,3653.15804965066
Turner syndrome,B,Mid,1,14,1,4,85,0.032579532387888,1,6,80,4,1583.3,38280.6,17.3258613279581,3553.56190111154,1368.5,5300.6,2.6,2.00586132795806,3553.60555768494
Tuskegee Syphilis Study,B,Mid,1,7,1,2,23,0.011386138613861,0,0,36,2,1006.8,8303.6,17.6615099452022,3385.52163366337,1010.2,6363.6,11.6,9.50150994520223,3385.56207920792
Type 1 diabetes,B,High,2,26,1,5,341,0.11516379601486,0,8,142,9,1482.1,54330.2,29.4530808097814,2921.71881121243,1457.9,6800.2,6.45,2.05308080978141,2921.63029381966
Type 2 diabetes,GA,Top,1,16,1,4,528,0.201296225695768,0,7,189,9,1276.8,47869,22.4044170598348,3531.38246282882,1234.8,5189,9.9,5.08441705983477,3531.16332443767
Type A and Type B personality theory,Start,Low,0,0,0,0,6,0.005050505050505,0,0,22,1,638.4,5080.4,0.435488459665253,3010.5095959596,637,4110.4,3.9,0.435488459665253,3010.54595959596
Typhoid fever,B,High,2,23,1,5,241,0.060920121334682,1,6,98,7,2267.7,41191.6,30.88890010438,3595.61574823054,2051.5,5301.6,15.75,6.48890010438,3595.58326592518
Typhus,C,High,1,13,1,3,72,0.067605633802817,1,6,33,5,787,36508.4,15.5975225653758,2348.12845070423,580.6,2558.4,15.7,1.35752256537578,2348.09971830986
Ulcerative colitis,B,High,2,23,1,5,410,0.18972697825081,1,7,200,9,1263.2,51556,29.7943808830385,3505.36048125868,1022,8876,6.1,5.39438088303847,3505.12244331328
Ultrasound,Start,Mid,0,0,0,0,15,0.00661084178052,0,0,15,2,1143.5,7508,10.1114882867956,3724.01256059938,1152.9,5568,-0.85,10.1114882867956,3724.1277214632
Unethical human experimentation in the United States,B,Low,0,0,0,0,14,0.009408602150538,0,0,13,0,653.5,14538.4,2.96659563477569,2121.51787634409,688.7,14538.4,3.7,2.96659563477569,2121.54596774194
United States Department of Health and Human Services,C,Low,0,0,0,0,8,0.008465608465608,0,0,46,1,490.5,6716.2,3.75718743725122,3521.51608465608,483.3,5746.2,-7.1,3.75718743725122,3521.59587301587
United States influenza statistics by flu season,Start,Low,0,0,0,5,2,0.068965517241379,0,7,6,0,21.7,34796,2.2187844975963,270.131034482759,20.3,846,-11.95,1.8187844975963,270.020689655172
United States Public Health Service Commissioned Corps,C,Low,0,0,0,0,0,0,0,0,6,1,326,5330.2,11.6989677621068,3153.5,333,4360.2,-2.65,11.6989677621068,3153.58377358491
Uremia,C,Mid,2,11,1,4,39,0.096774193548387,0,5,26,4,208.3,32703.2,13.6869277704833,3216.68387096774,203.1,4573.2,3.95,1.36692777048335,3216.60272952854
Urinary tract infection,GA,Top,1,13,1,4,621,0.292786421499293,1,6,97,12,1199.5,45741.6,19.0955904406348,3634.05629420085,985.7,5001.6,12.65,4.77559044063481,3633.71329561528
Use of fetal tissue in vaccine development,C,Mid,0,0,0,1,8,0.079207920792079,0,0,7,0,52.4,882.2,0.924369105743366,671.650495049505,54.8,882.2,9.6,0.844369105743366,671.618811881188
Vaccination,C,Top,1,4,1,4,55,0.022689768976898,0,0,99,2,1231.6,9447.8,15.7606634759167,3708.04311056106,1216.6,7507.8,8.4,10.4406634759167,3708.09356435644
Vaccine,B,Top,1,4,1,3,83,0.025105868118572,0,0,139,3,1701.3,12817.2,15.9856449813264,3639.54770114943,1678.7,9907.2,0.5,10.7456449813264,3639.59274047187
Vaccine hesitancy,B,High,0,0,0,2,272,0.077075658826863,0,0,214,2,1534.4,19642.6,9.21991544415039,3006.64644375177,1512.6,17702.6,7.75,9.05991544415039,3006.58603003684
Vaginal discharge,Start,Mid,2,7,1,1,19,0.055882352941177,0,3,26,1,186.3,18355,9.78898980019561,2892.60617647059,178.3,2835,10.55,1.70898980019561,2892.62882352941
Vaginismus,B,Mid,2,19,1,3,72,0.061643835616438,1,5,20,5,800.5,30725.4,21.6669820142836,3322.61712328767,599.5,1625.4,-2,1.42698201428361,3322.59606164384
Vaginoplasty,Start,Mid,1,5,1,2,37,0.040130151843818,0,0,28,1,404.2,3690.8,9.15102898872452,3150.5762472885,401.4,2720.8,3.3,2.99102898872452,3150.59045553145
Valproate,B,High,1,28,0,16,154,0.124293785310734,1,0,126,10,808,15441.6,32.551303429519,3616.23615819209,593.6,5741.6,-4.65,3.27130342951903,3616.13414043584
Variant Creutzfeldt–Jakob disease,B,Mid,1,16,1,0,58,0.257777777777778,1,0,30,5,325.9,8061.8,19.9217886178862,2595.48977777778,126.7,3211.8,11.65,2.92178861788618,2595.17866666667
Variant of Concern 202012/01,C,Low,0,0,0,4,6,0.007481296758105,0,0,11,1,304.5,5045,2.51731671760693,142.51421446384,327.1,4075,-1.6,2.19731671760693,142.551620947631
Vasculitis,C,Mid,2,12,1,8,30,0.071599045346062,0,4,15,3,219.8,24351.2,15.3563029256481,3171.13603818616,217.6,2041.2,-16.35,1.71630292564809,3171.13174224344
Vasectomy,B,High,0,0,0,2,63,0.030523255813954,0,0,62,6,991.4,11622.8,2.23005984557867,3496.55799418605,986.4,5802.8,-2.25,2.07005984557867,3496.56831395349
Veganism,B,Mid,0,0,0,0,126,0.008816737807011,0,0,112,1,6098.6,17881,24.0400978252545,3654.01675180183,6164.6,16911,4.3,24.0400978252545,3654.11092295851
Vegetarianism,B,Mid,0,0,0,0,36,0.002840236686391,0,0,61,2,5828.7,14331.2,11.3813464121864,3632.5053964497,5855.5,12391.2,-0.15,11.3813464121864,3632.59003550296
Venlafaxine,B,Mid,0,0,0,14,102,0.048873981792046,1,0,78,11,1167.6,14891.8,4.07844645391455,3206.0928605654,956.4,4221.8,-0.15,2.95844645391455,3206.07877335889
Ventilator,C,Mid,1,4,1,2,13,0.023255813953488,0,0,10,2,276.1,5248,9.51343504885097,3331.04418604651,281.1,3308,3.35,4.35343504885097,3331.0633273703
Vertigo,B,Mid,1,9,1,2,364,0.21563981042654,1,5,44,5,1068.2,32446.4,12.4822428955003,2935.40971563981,865.2,3346.4,4,2.32224289550033,2935.12120853081
Viktor Frankl,B,Low,0,0,0,0,1,0.000655737704918,0,0,4,0,719.3,2117.4,1.7383221371079,3408.50124590164,728.1,2117.4,1.25,1.7383221371079,3408.55232786885
Virus,FA,High,0,0,0,0,43,0.007264740665653,0,0,245,5,2820.5,19581.8,14.0957739717275,3749.01380300726,2779.1,14731.8,14.45,14.0957739717275,3749.20506842372
Visual acuity,B,Mid,1,11,1,2,9,0.008858267716535,0,0,17,3,493.2,10975,14.1424178546631,3175.51683070866,495,8065,8.1,1.9824178546631,3175.5437007874
Vitamin,GA,Top,1,8,1,2,361,0.078037181150022,0,0,44,3,2328.3,9931.6,12.3969978229404,3644.64827064419,2324.7,7021.6,5.75,3.23699782294037,3644.64150453956
Vitamin A,B,Low,0,0,0,3,51,0.022890484739677,0,0,70,2,1181.7,7702,3.45197570508355,3532.043491921,1166.5,5762,6.5,3.21197570508355,3532.08617594255
Vitamin B12,GA,High,0,0,0,9,635,0.16071880536573,0,0,131,8,1793.3,17298.2,7.91356849060151,3532.30536573019,1774.7,9538.2,9.15,7.19356849060151,3532.07866362946
Vitamin B12 deficiency,B,Mid,2,16,1,4,353,0.287459283387622,1,4,52,9,774.1,32100.4,19.7108967522879,2582.04617263844,567.1,3970.4,2.6,2.39089675228785,2581.63094462541
Vitamin C,GA,Mid,1,76,1,10,527,0.08112684729064,1,0,175,9,3225.2,19365.4,86.7803532958812,3684.65414100985,3010.2,10635.4,7.8,8.98035329588119,3684.60150862069
Vitamin D,B,High,1,8,1,4,525,0.086891757696127,0,0,227,4,2726.2,14437.6,17.7423210584582,3532.16509433962,2684.2,10557.6,-1.6,8.42232105845817,3532.11529294935
Vitamin D deficiency,C,High,1,14,1,2,123,0.141216991963261,0,0,94,7,404.7,11645.8,18.4906872588576,2331.26831228473,386.5,4855.8,-0.4,3.33068725885765,2331.10057405281
Vitamin K,GA,High,1,7,1,3,341,0.14027149321267,0,0,99,7,1184.3,12897.4,13.6094669604545,3672.7665158371,1165.1,6107.4,9.2,5.36946696045455,3672.57429041547
Vitiligo,B,Mid,1,12,1,4,251,0.078071539657854,1,7,39,7,1802.8,43786.6,16.2341284778193,3501.64833592535,1599.6,3046.6,11.85,2.91412847781931,3501.57912908243
Vivek Murthy,C,Low,0,0,0,0,3,0.004846526655897,0,0,2,0,291.6,1687,4.72876859584778,1438.00920840065,309,1687,4.25,4.72876859584778,1438.06494345719
Vivisection,C,High,0,0,0,0,1,0.00087489063867,0,0,6,0,538.8,2453.8,3.24079793162662,3250.50166229221,540.4,2453.8,3.95,3.24079793162662,3250.58661417323
VO2 max,C,Mid,0,0,0,0,35,0.040792540792541,0,0,23,1,427.6,3086,2.00227752297578,3115.57750582751,427.6,2116,4.35,2.00227752297578,3115.53986013986
Vomiting,C,Mid,2,11,1,4,36,0.016042780748663,0,3,25,5,1143.6,23104.8,16.4016289012936,3448.03048128342,1141.6,3704.8,2.3,4.08162890129356,3448.1320855615
Waardenburg syndrome,C,Low,2,11,1,9,18,0.036885245901639,0,6,70,5,274.9,39050.2,16.5241715233962,3184.07008196721,261.1,5100.2,8.2,3.80417152339623,3184.10081967213
Waldemar Haffkine,Start,Low,0,0,0,0,1,0.002754820936639,0,0,8,0,173.1,2763.4,1.67512131279573,3063.00523415978,178.1,2763.4,6.5,1.67512131279573,3063.12892561983
Wart,C,High,1,13,1,6,119,0.046557120500783,1,5,40,7,1529.6,34377.8,19.4581988313078,3578.58845852895,1325.2,3337.8,6.85,4.97819883130776,3578.60657276995
Williams syndrome,B,Low,1,13,1,3,74,0.054292002934703,1,7,72,5,936.2,43677.2,16.8208732537694,3372.10315480558,725.4,4877.2,5.7,2.58087325376937,3372.07703595011
Wolfgang Wodarg,C,Low,0,0,0,0,1,0.005780346820809,0,0,2,0,80.7,2501,2.92591998037262,2140.01098265896,86.9,2501,11,2.92591998037262,2140.0901734104
World Health Organization,B,High,0,0,0,0,28,0.007322175732218,0,0,259,2,2044.4,13853.4,10.7001832950057,3661.51391213389,1989.8,11913.4,0.949999999999999,10.7001832950057,3661.59131799163
X-ray,B,High,0,0,0,0,67,0.012820512820513,0,0,38,3,2669.9,14264.6,16.7225642750128,3642.52435897436,2694.7,11354.6,8.5,16.7225642750128,3642.5886337543
XY sex-determination system,C,Mid,0,0,0,2,5,0.006963788300836,0,0,17,2,421,4448,3.30624870880708,3553.01323119777,423,2508,1.5,3.14624870880708,3553.10863509749
Yellow fever,B,High,1,16,1,4,188,0.039330543933054,1,6,87,6,2707.1,43914.6,28.6348154651544,3707.57472803347,2496.9,8994.6,15.8,11.3148154651544,3707.60242677824
Zolpidem,C,Mid,1,66,1,10,199,0.091620626151013,1,0,66,13,1234.6,17146,73.1345884404999,3269.17407918969,1028.8,4536,0.800000000000001,5.33458844049991,3269.10248618785
Zyklon B,GA,Low,0,0,0,0,2,0.00089565606807,0,0,1,1,1126.3,4343.2,5.31073381630805,3494.00170174653,1131.5,3373.2,20.85,5.31073381630805,3494.14885803851
